961.6268921,535.1220093
958.8545532,538.7843018
955.430603,550.0914917
953.0772705,551.7180176
953.5699463,548.3852539
955.0605469,537.9711914
956.7814941,536.3520508
956.6278687,524.885437
944.0487671,525.9230957
827.5526123,480.4614868
728.5235596,442.1710205
729.7564697,444.7862854
728.3911133,446.1446533
703.8374634,448.2192078
1311.326172,741.8952026
1126.712158,461.4406433
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1108.566406,438.6445007
1078.82251,402.7713318
1078.098389,410.151947
1078.837646,408.7145386
1079.335205,415.3016663
1161.664307,411.1622009
1231.876465,413.3513794
1264.081421,413.5239563
1276.032349,407.0123291
1273.764038,410.3310852
1247.695435,421.4276733
1020.051086,535.9841309
939.326355,586.7171631
930.0700684,592.170166
924.6057129,595.0497437
925.526123,602.6589966
923.0158691,603.2406006
923.7627563,602.0209961
924.5543823,586.8543091
945.1380615,586.2772827
1002.361755,597.1419678
1037.859863,603.9683838
1038.058472,601.2318115
1040.367676,602.1733398
973.2841797,601.4257202
923.8057251,598.1143799
898.5039673,597.0801392
898.1450195,596.5172119
903.1793213,592.1641846
905.5919189,591.508728
905.3325195,596.8172607
899.4276733,593.1450806
920.8370361,592.409729
993.5111694,587.6731567
1042.342285,588.6865234
1038.262695,591.1564941
1040.532349,590.9481201
1042.393188,590.098877
1045.480713,592.2727661
1046.180664,589.9054565
1042.244385,589.5169067
1042.075439,595.8051758
1041.15979,599.1295776
1040.102661,596.7420044
1037.138306,588.1279907
1038.866089,589.5309448
1043.94165,587.7558594
1036.576172,591.0597534
918.038269,595.7807617
901.4146729,603.9831543
901.6573486,605.9258423
900.1155396,601.0750122
912.3051758,606.3634644
907.2687988,599.656189
880.9332275,592.1383057
815.7324219,532.4880981
755.3792114,464.7662354
727.1936035,435.2685852
723.8464355,451.2846985
722.5462646,453.8455505
723.4518433,450.986908
781.2207031,444.6081238
